CornerCase,N,ComparedExperiment,Baseline_Direction_F1,Screening_Direction_F1,Lift_Direction_F1,Lift_Direction_F1_BootMean,Lift_Direction_F1_CI_Low,Lift_Direction_F1_CI_High,Baseline_HighEsc_Recall,Screening_HighEsc_Recall,Lift_HighEsc_Recall,Lift_HighEsc_Recall_BootMean,Lift_HighEsc_Recall_CI_Low,Lift_HighEsc_Recall_CI_High
Boundary_Y1Cost_5pct,475,Global_Calibrated,0.4394299305795819,0.4491308741014277,0.009700943521845806,0.014976885580397538,-0.03386618586302915,0.060834855333881895,0.4583333333333333,0.8333333333333334,0.37500000000000006,0.3715582443900122,0.11764705882352933,0.6320394736842105
DBSCAN_Noise,538,Global_Calibrated,0.5152198239291129,0.5713151503385685,0.05609532640945558,0.055992338694145875,-0.004145287467487736,0.1250974877555628,0.2,0.9333333333333333,0.7333333333333334,0.7334889509586404,0.5217391304347826,0.9230769230769231
Extreme_HighCost_95pct,457,Global_Calibrated,0.7284904131785039,0.7426612804504835,0.014170867271979581,0.01319059214662754,-0.015430891057071456,0.04150706289729844,0.0,0.0,0.0,0.0,0.0,0.0
Polypharmacy,2718,Global_Calibrated,0.4907979202951709,0.45906731788526106,-0.031730602409909825,-0.03207711696847925,-0.051504456360668104,-0.014321528231317923,0.635593220338983,0.9194915254237288,0.2838983050847458,0.2865512704228291,0.2151968247063941,0.34981106495904
Sparse_Util_Cond,2975,Global_Calibrated,0.4750204927802964,0.49533898334537785,0.02031849056508145,0.020030217820801513,0.0019352945282296947,0.03621626261243482,0.0,0.4,0.4,0.4313221500721501,0.0,1.0
True_High_Escalate,328,Global_Calibrated,,,,,,,0.4603658536585366,0.9054878048780488,0.4451219512195122,0.4461128048780488,0.38414634146341464,0.5031250000000002
True_Low_Jumper,482,Global_Calibrated,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Zero_Utilization,1839,Global_Calibrated,0.4923601511987017,0.49804192867141256,0.005681777472710869,0.004512542353593321,-0.016562581658701458,0.02547276398833723,0.0,0.0,0.0,0.0,0.0,0.0
