Experiment,Calibrator,Val_ECE,Val_Brier_Multi,Val_Direction_F1
Global_Calibrated,isotonic,0.023921021029698283,0.5437411735057859,0.5297313168249936
Global_Calibrated,platt,0.029041404509996517,0.5490409175728206,0.5306826335722469
